Close,RetPct,Volume,DownsideRecordVol,NewHigh_LowVol,HiVol_Churn,UsedTicker,MarketName,Date
6932.0498046875,0.32214822012188726,1798270000,False,True,False,^GSPC,S&P 500,2025-12-24
6909.7900390625,0.45503887657032394,3820560000,False,True,False,^GSPC,S&P 500,2025-12-23
20677.80078125,0.18154120105235982,8399060000,False,True,False,^IXIC,Nasdaq,2025-07-15
20640.330078125,0.26621021232773323,8010060000,False,True,False,^IXIC,Nasdaq,2025-07-14
6279.35009765625,0.8338955206607324,3378110000,False,True,False,^GSPC,S&P 500,2025-07-03
20601.099609375,1.0197980458914957,6177910000,False,True,False,^IXIC,Nasdaq,2025-07-03
20393.130859375,0.941648588344024,8378750000,False,True,False,^IXIC,Nasdaq,2025-07-02
20369.73046875,0.4748549423642334,8220420000,False,True,False,^IXIC,Nasdaq,2025-06-30
18925.740234375,0.28135760347527405,8289710000,False,False,True,^IXIC,Nasdaq,2025-05-22
18872.640625,-1.410825840612473,11112460000,False,False,True,^IXIC,Nasdaq,2025-05-21
19142.7109375,-0.378601378528598,9047100000,False,False,True,^IXIC,Nasdaq,2025-05-20
1831.3900146484375,-4.274081523259021,6677140000,False,False,True,^RUT,Russell 2000,2025-04-10
1913.1600341796875,8.65844327710934,9489600000,False,False,True,^RUT,Russell 2000,2025-04-09
15267.91015625,-2.149227881944238,10496650000,False,False,True,^IXIC,Nasdaq,2025-04-08
1760.7099609375,-2.7307309551155234,7408140000,False,False,True,^RUT,Russell 2000,2025-04-08
4982.77001953125,-1.5700524562941354,7408140000,False,False,True,^GSPC,S&P 500,2025-04-08
15603.259765625,0.09924259002549451,12483580000,False,False,True,^IXIC,Nasdaq,2025-04-07
1810.1400146484375,-0.924451945375937,8691980000,False,False,True,^RUT,Russell 2000,2025-04-07
5062.25,-0.23314724921273955,8691980000,False,False,True,^GSPC,S&P 500,2025-04-07
2056.97998046875,-0.5631699725767714,9367460000,True,False,False,^RUT,Russell 2000,2025-03-21
1993.68994140625,-1.617592649818611,5018980000,False,False,True,^RUT,Russell 2000,2025-03-13
5521.52001953125,-1.3890984206835322,5018980000,False,False,True,^GSPC,S&P 500,2025-03-13
2026.469970703125,0.14232156372870897,5219830000,False,False,True,^RUT,Russell 2000,2025-03-12
5599.2998046875,0.48868699294464246,5219830000,False,False,True,^GSPC,S&P 500,2025-03-12
5572.06982421875,-0.7567865323653167,6221240000,False,False,True,^GSPC,S&P 500,2025-03-11
2023.5899658203125,0.2238664162951709,6221240000,False,False,True,^RUT,Russell 2000,2025-03-11
5614.56005859375,-2.69730913054258,6409370000,False,False,True,^GSPC,S&P 500,2025-03-10
2019.0699462890625,-2.7179271643442804,6409370000,False,False,True,^RUT,Russell 2000,2025-03-10
2075.47998046875,0.43211785002201797,5705140000,False,False,True,^RUT,Russell 2000,2025-03-07
5770.2001953125,0.552061780274804,5705140000,False,False,True,^GSPC,S&P 500,2025-03-07
2066.550048828125,-1.6279876792514525,5165080000,False,False,True,^RUT,Russell 2000,2025-03-06
5738.52001953125,-1.7819007085749905,5165080000,False,False,True,^GSPC,S&P 500,2025-03-06
2100.75,1.0204214608191986,5285970000,False,False,True,^RUT,Russell 2000,2025-03-05
5842.6298828125,1.1159277893187936,5285970000,False,False,True,^GSPC,S&P 500,2025-03-05
5778.14990234375,-1.2234826602200433,6138110000,False,False,True,^GSPC,S&P 500,2025-03-04
2079.530029296875,-1.0802744236146022,6138110000,False,False,True,^RUT,Russell 2000,2025-03-04
2102.239990234375,-2.8122102475921062,5613850000,False,False,True,^RUT,Russell 2000,2025-03-03
5849.72021484375,-1.75967394669998,5613850000,False,False,True,^GSPC,S&P 500,2025-03-03
19489.6796875,-1.8892582443783112,13371130000,True,False,True,^IXIC,Nasdaq,2025-01-07
5974.06982421875,0.7287273468533639,3593280000,False,False,True,^GSPC,S&P 500,2024-12-23
19764.880859375,0.9824001606199451,6820720000,False,False,True,^IXIC,Nasdaq,2024-12-23
2237.43994140625,-0.21986449709888722,3593280000,False,False,True,^RUT,Russell 2000,2024-12-23
5930.85009765625,1.0869123768910471,8223220000,False,False,True,^GSPC,S&P 500,2024-12-20
2242.3701171875,0.9394605981319026,8223220000,False,False,True,^RUT,Russell 2000,2024-12-20
19572.599609375,1.0314997956417882,10962450000,False,False,True,^IXIC,Nasdaq,2024-12-20
19372.76953125,-0.10271871739683247,8029590000,False,False,True,^IXIC,Nasdaq,2024-12-19
19392.689453125,-3.5624294435839587,9996120000,False,False,True,^IXIC,Nasdaq,2024-12-18
6032.3798828125,0.5607785488815242,2444420000,False,True,False,^GSPC,S&P 500,2024-11-29
18966.140625,-0.11233764864474471,7121670000,False,False,True,^IXIC,Nasdaq,2024-11-20
18987.470703125,1.0411990678702132,7246610000,False,False,True,^IXIC,Nasdaq,2024-11-19
18791.810546875,0.5979159201779272,8455360000,False,False,True,^IXIC,Nasdaq,2024-11-18
18680.119140625,-2.2374872957156677,8002270000,False,False,True,^IXIC,Nasdaq,2024-11-15
19107.650390625,-0.6399672399173273,8680480000,False,False,True,^IXIC,Nasdaq,2024-11-14
19230.720703125,-0.26284235830008607,9623670000,False,False,True,^IXIC,Nasdaq,2024-11-13
2391.85009765625,-1.7712623166699415,4243400000,False,False,True,^RUT,Russell 2000,2024-11-12
5983.990234375,-0.289265965137242,4243400000,False,False,True,^GSPC,S&P 500,2024-11-12
5199.5,-0.7734647858502863,4558260000,False,False,True,^GSPC,S&P 500,2024-08-07
2035.1099853515625,-1.4140416986926585,4558260000,False,False,True,^RUT,Russell 2000,2024-08-07
5240.02978515625,1.0354085880061037,4690190000,False,False,True,^GSPC,S&P 500,2024-08-06
2064.300048828125,1.232861287346232,4690190000,False,False,True,^RUT,Russell 2000,2024-08-06
5186.330078125,-2.996879838863975,5333250000,False,False,True,^GSPC,S&P 500,2024-08-05
2039.1600341796875,-3.325733176507517,5333250000,False,False,True,^RUT,Russell 2000,2024-08-05
18188.30078125,0.8849250735993186,3713960000,False,True,False,^IXIC,Nasdaq,2024-07-03
5537.02001953125,0.5084444409779065,2179470000,False,True,False,^GSPC,S&P 500,2024-07-03
18028.759765625,0.8359330501992446,4526550000,False,True,False,^IXIC,Nasdaq,2024-07-02
16857.05078125,0.16864588530618452,4917350000,False,False,True,^IXIC,Nasdaq,2024-06-04
16828.669921875,0.5596072980382338,5422040000,False,False,True,^IXIC,Nasdaq,2024-06-03
16735.01953125,-0.012311268544940024,6674090000,False,False,True,^IXIC,Nasdaq,2024-05-31
16737.080078125,-1.0844781866387043,6659290000,False,False,True,^IXIC,Nasdaq,2024-05-30
16920.580078125,-0.5834399316332561,6652480000,False,False,True,^IXIC,Nasdaq,2024-05-29
16920.7890625,1.1039641622729413,5836040000,False,False,True,^IXIC,Nasdaq,2024-05-24
16736.029296875,-0.3899033617177028,7752800000,False,False,True,^IXIC,Nasdaq,2024-05-23
16801.5390625,-0.18464196133320954,7277340000,False,False,True,^IXIC,Nasdaq,2024-05-22
16832.619140625,0.2247710278890258,6245090000,False,False,True,^IXIC,Nasdaq,2024-05-21
16698.3203125,-0.2632259244638169,11932600000,True,False,False,^IXIC,Nasdaq,2024-05-16
