,ig_oas_pct,hy_oas_pct,nfci,fed_assets_musd,tga_musd,on_rrp_musd,reserves_musd,m2_busd,gdp_busd_saar,ecb_assets_meur,boj_assets_100m_yen,net_liquidity_musd,m2_gdp_ratio,d_netliq_1w,d_netliq_4w,d_netliq_13w,d_reserves_1w,d_reserves_4w,d_reserves_13w,d_fed_assets_1w,d_fed_assets_4w,d_fed_assets_13w,d_tga_1w,d_tga_4w,d_tga_13w,d_rrp_1w,d_rrp_4w,d_rrp_13w,d_ecb_assets_1w,d_ecb_assets_4w,d_ecb_assets_13w,d_boj_assets_1w,d_boj_assets_4w,d_boj_assets_13w,d_ig_oas_1w,d_ig_oas_4w,d_ig_oas_13w,d_hy_oas_1w,d_hy_oas_4w,d_hy_oas_13w,d_nfci_1w,d_nfci_4w,d_nfci_13w,d_m2gdp_1w,d_m2gdp_4w,d_m2gdp_13w,z_netliq_4w,z_reserves_4w,z_global_cb_4w,z_m2_gdp,z_hy_oas,z_ig_oas,z_nfci,LiquidityScore,LiquidityImpulse_4w,LiquidityImpulse_13w
2024-03-20,0.92,3.14,-0.43922,7514348.0,809298.0,496245.0,3553424.0,20900.9,28708.161,6815594.0,7564231.0,6208805.0,0.7280473312101043,-43057.0,-12531.0,-3919.0,-71209.0,-12575.0,17319.0,-27621.0,-67335.0,-209715.0,40929.0,23833.0,77102.0,-25493.00000000006,-78637.0,-282898.0,2405.0,-27090.0,-171812.0,0.0,-40076.0,64599.0,-0.029999999999999916,-0.019999999999999907,-0.14,-0.009999999999999787,-0.19999999999999973,-0.29000000000000004,-0.0013900000000000023,-0.019440000000000013,-0.08887,0.0,0.0013828820313498413,-0.0002377158696875714,-0.22379777804381,-0.34780208836402454,-0.22941286504678107,-0.9048121828535612,1.9276358565719782,1.9864534830627938,1.8898791420290297,0.3442821046994184,-0.08846723728797795,-0.16185898686788597
2024-03-27,0.94,3.15,-0.43726,7484739.0,802233.0,518357.0,3496121.0,20900.9,28708.161,6809960.0,7564231.0,6164149.0,0.7280473312101043,-44656.0,-47982.0,1642.0,-57303.0,-71431.0,49662.0,-29609.0,-83068.0,-228042.0,-7065.0,16412.0,70828.0,22112.0,-51498.0,-300512.0,-5634.0,-20980.0,-89205.0,0.0,-40076.0,64599.0,0.019999999999999907,-0.040000000000000036,-0.1100000000000001,0.009999999999999787,-0.16000000000000014,-0.18999999999999995,0.0019600000000000173,-0.00934999999999997,-0.07772999999999997,0.0,0.0013828820313498413,-0.0002377158696875714,-0.45933386549504013,-0.7427633033681798,-0.20026464657152585,-0.8922238447572546,1.8413683515063206,1.8011179037777576,1.8014811271647064,0.19208583474042285,-0.3338878573489896,-0.19739057568029766
2024-04-03,0.92,3.23,-0.43262,7439558.0,768651.0,436631.0,3414288.0,20929.0,29147.044,6619689.0,7583199.0,6234276.0,0.7180488011065547,70127.0,-80001.0,31597.0,-81833.0,-211888.0,151393.0,-45181.0,-99299.0,-241466.0,-33582.0,918.0,10203.0,-81726.0,-20216.0,-283266.0,-190271.0,-200280.0,-315800.0,18968.0,18968.0,18863.0,-0.019999999999999907,-0.08999999999999997,-0.17000000000000004,0.08000000000000007,-0.040000000000000036,-0.48,0.0046399999999999775,0.0016100000000000003,-0.06464000000000003,-0.009998530103549674,-0.009998530103549674,-0.005550317624875123,-0.669700528601931,-1.6592113540195974,-0.47862690130463864,-1.4064190944356314,1.6314353075446308,1.8564878182983937,1.6897627656059875,-0.09790004881006112,-0.515531585634903,-0.21956215525437697
2024-04-10,0.89,3.1,-0.42707,7438176.0,704971.0,445816.0,3586845.0,20929.0,29147.044,6585349.0,7583199.0,6287389.0,0.7180488011065547,53113.0,35527.0,28205.0,172557.0,-37788.0,88097.0,-1382.0,-103793.0,-248534.0,-63680.0,-63398.0,-42594.0,9185.0,-75922.00000000006,-234145.0,-34340.0,-227840.0,-334498.0,0.0,18968.0,18863.0,-0.030000000000000027,-0.05999999999999994,-0.15000000000000002,-0.1299999999999999,-0.04999999999999982,-0.3999999999999999,0.005549999999999999,0.010759999999999992,-0.05049999999999999,0.0,-0.009998530103549674,-0.005550317624875123,0.12057893898508092,-0.4712266127197936,-0.5808327424446926,-1.375724199162707,1.8299031679884377,1.95994382662627,1.576582792050593,0.3196916335532467,-0.17738692837782855,-0.05545658588653857
2024-04-17,0.95,3.42,-0.42111,7405506.0,796535.0,440508.0,3522717.0,20929.0,29147.044,6596669.0,7583199.0,6168463.0,0.7180488011065547,-118926.0,-40342.0,-166204.0,-64128.0,-30707.0,-89002.0,-32670.0,-108842.0,-268235.0,91564.0,-12763.0,47652.0,-5308.0,-55737.0,-149683.0,11320.0,-218925.0,-326982.0,0.0,18968.0,18863.0,0.05999999999999994,0.029999999999999916,-0.07000000000000006,0.31999999999999984,0.2799999999999998,-0.20000000000000018,0.005960000000000021,0.018110000000000015,-0.03641,0.0,-0.009998530103549674,-0.005550317624875123,-0.39949832175214883,-0.4188971568382025,-0.5336505690194937,-1.3469551238870194,1.1781991044857971,1.5695932814031937,1.4667258531086782,0.010568260429924578,-0.3337138442694938,-0.6683206838736093
2024-04-24,0.92,3.19,-0.41593,7402434.0,941430.0,441215.0,3324363.0,20929.0,29147.044,6593161.0,7583199.0,6019789.0,0.7180488011065547,-148674.0,-144360.0,-218523.0,-198354.0,-171758.0,-202320.0,-3072.0,-82305.0,-274796.0,144895.0,139197.0,142072.0,707.0,-77142.0,-198345.0,-3508.0,-216799.0,-296107.0,0.0,18968.0,18863.0,-0.029999999999999916,-0.019999999999999907,-0.06999999999999995,-0.22999999999999998,0.040000000000000036,-0.25,0.005179999999999962,0.02132999999999996,-0.024050000000000016,0.0,-0.009998530103549674,-0.005550317624875123,-1.1030218849493625,-1.359072095172889,-0.5154861576810363,-1.3199185616697486,1.5878188292787148,1.6925324190597855,1.3728269347715978,-0.25521223603233034,-0.4472980707727532,-0.9357071050507024
2024-05-01,0.91,3.21,-0.41384,7362474.0,917177.0,438148.0,3252733.0,20989.5,29147.044,6598860.0,7610851.0,6007149.0,0.7201244832923709,-12640.0,-227127.0,-166046.0,-71630.0,-161555.0,-273497.0,-39960.0,-77084.0,-267650.0,-24253.0,148526.0,75627.0,-3067.0,1517.0,-177231.0,5699.0,-20829.0,-288728.0,27652.0,27652.0,46515.0,-0.010000000000000009,-0.010000000000000009,-0.10999999999999999,0.020000000000000018,-0.020000000000000018,-0.3799999999999999,0.0020900000000000363,0.01878000000000002,-0.015720000000000012,0.002075682185816219,0.002075682185816219,-0.003474635439058904,-1.6299901439905982,-1.2636995549329302,0.3595571939396288,-1.1883418642440287,1.5121866009485752,1.6999034092334608,1.320203194540211,-0.298938622430818,-0.20103857362075686,-0.6828031074791348
2024-05-08,0.89,3.1,-0.41382,7353408.0,851591.0,493427.0,3331156.0,20989.5,29147.044,6582070.0,7610851.0,6008390.0,0.7201244832923709,1241.0,-278999.0,-267720.0,78423.0,-255689.0,-268167.0,-9066.0,-84768.0,-277892.0,-65586.0,146620.0,49456.0,55279.0,47611.0,-59628.0,-16790.0,-3279.0,-283332.0,0.0,27652.0,6544.0,-0.020000000000000018,0.0,-0.10999999999999999,-0.10999999999999988,0.0,-0.33000000000000007,1.999999999996449e-05,0.013249999999999984,-0.00878000000000001,0.0,0.002075682185816219,-0.006539965886383614,-1.91468805146757,-1.8407423945000203,0.4279795235531734,-1.1683815136745959,1.6767937521765397,1.7586429322056865,1.2944868383653798,-0.4147485823328165,-0.7344402158860632,-0.9119884310815974
2024-05-15,0.9,3.13,-0.41471,7304272.0,787133.0,443779.0,3369747.0,20989.5,29147.044,6580954.0,7610851.0,6073360.0,0.7201244832923709,64970.0,-95103.0,-147177.0,38591.0,-152970.0,-171198.0,-49136.0,-101234.0,-329602.0,-64458.0,-9402.0,-50872.0,-49648.0,3271.0,-131553.0,-1116.0,-15715.0,-280463.0,0.0,27652.0,6544.0,0.010000000000000009,-0.04999999999999993,-0.07999999999999996,0.029999999999999805,-0.29000000000000004,-0.25,-0.0008900000000000019,0.006399999999999961,-0.002829999999999999,0.0,0.002075682185816219,-0.006539965886383614,-0.674796027765518,-1.1353095903090296,0.37268941292474955,-1.149394325857519,1.5800533953072469,1.6586639757618569,1.2807603581713658,0.05816683538496738,0.0475985749550428,-0.04699807990217145
2024-05-22,0.89,3.11,-0.41522,7299566.0,725376.0,496382.0,3390794.0,20989.5,29147.044,6562429.0,7610851.0,6077808.0,0.7201244832923709,4448.0,58019.0,-143528.0,21047.0,66431.0,-175205.0,-4706.0,-102868.0,-282117.0,-61757.0,-216054.0,-60089.0,52603.0,55167.0,-78500.0,-18525.0,-30732.0,-280255.0,0.0,27652.0,6544.0,-0.010000000000000009,-0.030000000000000027,-0.04999999999999993,-0.020000000000000018,-0.08000000000000007,-0.22999999999999998,-0.0005099999999999549,0.0007100000000000439,0.0045600000000000085,0.0,0.002075682185816219,-0.006539965886383614,0.3526976761074937,0.32358090636868597,0.3071984501713755,-1.1313037097366887,1.5784299569920817,1.6680061345355126,1.2634879051770191,0.5554911760877432,0.8107034121200736,0.12274183410034689
